#,LeagueCP,Name,SpeciesID,Moves Set,BEST,DEFAULT,DEFAULT_XS,MAX,b2x,b2d,b2m,x2d,x2m,d2m,RESULT,IV
820,1500,Slowking (Shadow),slowking_shadow,2000-04-01,22.5-0-13-15,22-4-13-13,,20.5-15-15-15,-,1.00%,1.00%,-,-,0.00%,B,22.5-0-13-15
821,1500,Slowpoke,slowpoke,2001-02-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
822,1500,Slowpoke (Shadow),slowpoke_shadow,2000-03-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
823,1500,Slugma,slugma,2000-02-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
824,1500,Slurpuff,slurpuff,2000-03-02,26-1-14-14,25.5-6-12-12,,23.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,23.5-15-15-15
825,1500,Smeargle,smeargle,11-143-0,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
826,1500,Smoochum,smoochum,2002-02-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
827,1500,Sneasel,sneasel,2001-01-02,27.5-1-15-14,26.5-8-15-15,,25.5-15-15-15,-,-22.00%,-20.00%,-,-,-20.00%,M,25.5-15-15-15
828,1500,Sneasel (Shadow),sneasel_shadow,2001-01-02,27.5-1-15-14,26.5-8-15-15,,25.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,25.5-15-15-15
829,1500,Snivy,snivy,2001-02-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
830,1500,Snorlax,snorlax,2000-01-07,17.5-1-15-14,17.5-4-13-6,,16-15-15-15,-,-19.00%,-20.00%,-,-,-19.00%,M,16-15-15-15
831,1500,Snorlax (Shadow),snorlax_shadow,2000-01-08,17.5-1-15-14,17.5-4-13-6,,16-15-15-15,-,-21.00%,-18.00%,-,-,-18.00%,M,16-15-15-15
832,1500,Snorunt,snorunt,2001-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
833,1500,Snover,snover,2001-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
834,1500,Snover (Shadow),snover_shadow,2001-03-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
835,1500,Snubbull,snubbull,2000-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
836,1500,Solosis,solosis,2012-02-03,50-9-15-15,50-12-12-15,,47.5-15-15-15,-,0.00%,8.00%,-,-,8.00%,D,50-12-12-15
837,1500,Solrock,solrock,2000-02-01,24.5-0-15-14,23.5-7-15-14,,22.5-15-15-15,-,-23.00%,-21.00%,-,-,-21.00%,M,22.5-15-15-15
838,1500,Spearow,spearow,2001-02-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
839,1500,Spewpa,spewpa,0-1-0,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
840,1500,Spheal,spheal,2001-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
841,1500,Spheal (Shadow),spheal_shadow,2001-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
842,1500,Spinarak,spinarak,2000-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
843,1500,Spinda,spinda,2000-02-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
844,1500,Spiritomb,spiritomb,2001-02-01,27.5-0-15-15,27.5-4-10-12,,25-15-15-15,-,-21.00%,-19.00%,-,-,-19.00%,M,25-15-15-15
845,1500,Spoink,spoink,2001-03-01,49.5-15-15-15,50-15-15-12,,49.5-15-15-15,-,-19.00%,0.00%,-,-,19.00%,D,50-15-15-12
846,1500,Spritzee,spritzee,2001-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
847,1500,Squirtle,squirtle,2000-02-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
848,1500,Squirtle (Shadow),squirtle_shadow,2000-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
849,1500,Stantler,stantler,2000-04-03,26.5-0-11-15,26-4-15-8,,24-15-15-15,-,2.00%,5.00%,-,-,1.00%,B,26.5-0-11-15
850,1500,Stantler (Shadow),stantler_shadow,2000-04-03,26.5-0-11-15,26-4-15-8,,24-15-15-15,-,5.00%,5.00%,-,-,0.00%,B,26.5-0-11-15
851,1500,Staraptor,staraptor,2001-01-02,20-0-13-13,19.5-4-14-13,,18.5-15-15-15,-,18.00%,0.00%,-,-,0.00%,M,18.5-15-15-15
852,1500,Staravia,staravia,2001-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
853,1500,Starly,starly,2000-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
854,1500,Starmie,starmie,2018-05-02,22-0-15-11,21-6-15-15,,20-15-15-15,-,0.00%,2.00%,-,-,2.00%,D,21-6-15-15
855,1500,Staryu,staryu,2000-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
856,1500,Steelix,steelix,2000-02-01,24-0-14-15,23.5-4-14-11,,21.5-15-15-15,-,-2.00%,5.00%,-,-,6.00%,D,23.5-4-14-11
857,1500,Stoutland,stoutland,2001-03-01,20-0-15-13,19-10-15-15,,18.5-15-15-15,-,2.00%,3.00%,-,-,2.00%,B,20-0-15-13
858,1500,Stunfisk,stunfisk,2001-03-01,27-0-12-15,26.5-4-15-6,,24-15-15-15,-,-21.00%,-16.00%,-,-,-15.00%,M,24-15-15-15
859,1500,Stunfisk (Galarian),stunfisk_galarian,2001-04-01,27-0-12-15,26.5-4-15-6,,24-15-15-15,-,1.00%,-46.00%,-,-,-46.00%,M,24-15-15-15
860,1500,Stunky,stunky,2000-01-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
861,1500,Stunky (Shadow),stunky_shadow,2000-01-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
862,1500,Sudowoodo,sudowoodo,2000-02-01,27-0-14-11,26-5-15-12,,24-15-15-15,-,0.00%,4.00%,-,-,2.00%,D,26-5-15-12
863,1500,Suicune,suicune,2018-01-02,19-1-15-14,18.5-7-12-14,,17.5-15-15-15,-,-7.00%,-5.00%,-,-,-4.00%,M,17.5-15-15-15
864,1500,Suicune (Shadow),suicune_shadow,2018-01-03,19-1-15-14,18.5-7-12-14,,17.5-15-15-15,-,-15.00%,-13.00%,-,-,-12.00%,M,17.5-15-15-15
865,1500,Sunflora,sunflora,2000-01-03,26.5-0-15-15,26-4-15-12,,24.5-15-15-15,-,-62.00%,-61.00%,-,-,-61.00%,M,24.5-15-15-15
866,1500,Sunkern,sunkern,2001-02-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
867,1500,Surskit,surskit,2000-03-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
868,1500,Swablu,swablu,2001-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
869,1500,Swadloon,swadloon,2000-02-01,49.5-12-15-14,50-12-14-13,,47-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,47-15-15-15
870,1500,Swalot,swalot,2000-04-03,29.5-0-14-14,28.5-6-14-11,23.5-6-13-8,26.5-15-15-15,-,-1.00%,5.00%,-,-,1.00%,D,28.5-6-14-11
871,1500,Swampert,swampert,2000-02-04,19-0-14-14,18.5-6-14-13,,17.5-15-15-15,-,-7.00%,-4.00%,-,-,-4.00%,M,17.5-15-15-15
872,1500,Swampert (Shadow),swampert_shadow,2000-03-05,19-0-14-14,18.5-6-14-13,,17.5-15-15-15,-,-57.00%,-57.00%,-,-,-57.00%,M,17.5-15-15-15
873,1500,Swanna,swanna,2000-02-03,27-1-15-15,26.5-6-13-15,,25-15-15-15,-,0.00%,4.00%,-,-,2.00%,D,26.5-6-13-15
874,1500,Swellow,swellow,2001-02-03,29.5-0-15-15,29-5-13-14,,27-15-15-15,-,1.00%,1.00%,-,-,0.00%,B,29.5-0-15-15
875,1500,Swinub,swinub,2000-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
876,1500,Swinub (Shadow),swinub_shadow,2000-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
877,1500,Swirlix,swirlix,2000-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
878,1500,Swoobat,swoobat,2001-01-03,38-0-15-9,35.5-5-13-14,,31-15-15-15,-,-12.00%,-9.00%,-,-,3.00%,D,35.5-5-13-14
879,1500,Sylveon,sylveon,2000-03-02,18.5-0-15-12,18.5-4-6-12,,17-15-15-15,-,8.00%,8.00%,-,-,1.00%,B,18.5-0-15-12
880,1500,Taillow,taillow,1-1-0,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
881,1500,Talonflame,talonflame,2001-01-03,26-0-13-15,25.5-5-15-9,,23.5-15-15-15,-,-39.00%,-38.00%,-,-,-32.00%,M,23.5-15-15-15
882,1500,Tangela,tangela,2001-01-03,25.5-0-13-15,24.5-6-15-14,,23-15-15-15,-,-50.00%,-48.00%,-,-,-48.00%,M,23-15-15-15
883,1500,Tangrowth,tangrowth,2001-02-03,18.5-1-15-15,18.5-5-11-10,,17-15-15-15,-,-8.00%,-5.00%,-,-,-5.00%,M,17-15-15-15
884,1500,Tauros,tauros,2000-02-01,21.5-0-15-15,21.5-4-9-13,,20-15-15-15,-,0.00%,2.00%,-,-,1.00%,D,21.5-4-9-13
885,1500,Teddiursa,teddiursa,2000-01-02,50-15-15-14,50-13-15-15,,49.5-15-15-15,-,49.00%,49.00%,-,-,-49.00%,B,50-15-15-14
886,1500,Teddiursa (Shadow),teddiursa_shadow,2000-01-02,50-15-15-14,50-13-15-15,,49.5-15-15-15,-,49.00%,49.00%,-,-,-49.00%,B,50-15-15-14
887,1500,Tentacool,tentacool,2000-03-01,50-15-15-15,50-15-15-15,24.5-5-11-12,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
888,1500,Tentacruel,tentacruel,2001-01-03,23.5-1-15-15,23.5-4-7-14,,21.5-15-15-15,-,-5.00%,5.00%,-,-,5.00%,D,23.5-4-7-14
889,1500,Tepig,tepig,2000-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
890,1500,Terrakion,terrakion,2000-01-03,15-1-14-15,15-4-14-8,,14-15-15-15,-,9.00%,9.00%,-,-,0.00%,B,15-1-14-15
891,1500,Throh,throh,2000-01-03,22-2-15-15,21.5-6-14-15,,20.5-15-15-15,-,-9.00%,-7.00%,-,-,-7.00%,M,20.5-15-15-15
892,1500,Thundurus (Incarnate),thundurus_incarnate,2001-04-02,16.5-1-15-15,16.5-6-15-8,22.5-8-15-13,15.5-15-15-15,-,-45.00%,-45.00%,-,-,-45.00%,M,15.5-15-15-15
893,1500,Thundurus (Therian),thundurus_therian,2001-04-01,15-1-15-15,15-6-12-12,,14-15-15-15,-,2.00%,8.00%,-,-,0.00%,B,15-1-15-15
894,1500,Timburr,timburr,2000-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
895,1500,Tirtouga,tirtouga,2001-03-02,49.5-0-14-15,47-4-14-14,,40.5-15-15-15,-,2.00%,3.00%,-,-,1.00%,B,49.5-0-14-15
896,1500,Togekiss,togekiss,2001-02-04,17-0-14-11,16.5-5-14-13,,15.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,15.5-15-15-15
897,1500,Togepi,togepi,2000-03-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
898,1500,Togetic,togetic,2007-01-03,38.5-0-14-14,37-4-13-12,,31-15-15-15,-,-15.00%,-12.00%,-,-,-12.00%,M,31-15-15-15
899,1500,Torchic,torchic,2000-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
900,1500,Torkoal,torkoal,2001-02-01,27.5-0-15-15,27-4-15-11,,25-15-15-15,-,-1.00%,5.00%,-,-,2.00%,D,27-4-15-11
901,1500,Tornadus (Incarnate),tornadus_incarnate,2000-02-01,16.5-1-15-15,16.5-6-15-8,,15.5-15-15-15,-,0.00%,0.00%,-,-,6.00%,D,16.5-6-15-8
902,1500,Tornadus (Therian),tornadus_therian,2001-03-04,17.5-1-14-11,17.5-4-7-13,,16-15-15-15,-,5.00%,5.00%,-,-,0.00%,B,17.5-1-14-11
903,1500,Torterra,torterra,2001-02-05,19.5-0-11-13,19-5-14-9,,17.5-15-15-15,-,-8.00%,0.00%,-,-,0.00%,M,17.5-15-15-15
904,1500,Torterra (Shadow),torterra_shadow,2001-02-06,19.5-0-11-13,19-5-14-9,,17.5-15-15-15,-,2.00%,2.00%,-,-,0.00%,B,19.5-0-11-13
905,1500,Totodile,totodile,2001-02-01,50-15-15-15,50-15-15-15,25-6-14-11,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
906,1500,Toxicroak,toxicroak,2000-02-03,22.5-1-15-15,22-7-13-15,,21-15-15-15,-,-16.00%,-14.00%,-,-,-14.00%,M,21-15-15-15
907,1500,Tranquill,tranquill,2000-03-01,50-2-15-15,49.5-4-14-13,,43-15-15-15,-,-4.00%,-1.00%,-,-,-1.00%,M,43-15-15-15
908,1500,Trapinch,trapinch,2000-01-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
909,1500,Trapinch (Shadow),trapinch_shadow,2000-01-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
910,1500,Treecko,treecko,2000-03-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
911,1500,Trevenant,trevenant,2000-02-03,22-0-15-15,22-4-15-7,,20.5-15-15-15,-,0.00%,1.00%,-,-,0.00%,M,20.5-15-15-15
912,1500,Tropius,tropius,2000-02-01,30-0-15-15,29-5-14-14,,27-15-15-15,-,1.00%,-9.00%,-,-,-9.00%,M,27-15-15-15
913,1500,Trubbish,trubbish,2000-03-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
914,1500,Turtwig,turtwig,2000-01-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
915,1500,Turtwig (Shadow),turtwig_shadow,2000-01-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
916,1500,Tympole,tympole,2000-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
917,1500,Tynamo,tynamo,0-1-0,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
918,1500,Typhlosion,typhlosion,2001-01-04,19.5-0-15-13,19-4-13-15,,18-15-15-15,-,-37.00%,-27.00%,-,-,-27.00%,M,18-15-15-15
919,1500,Tyranitar,tyranitar,2002-01-03,14.5-0-15-15,14.5-5-8-13,,13.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,13.5-15-15-15
920,1500,Tyranitar (Shadow),tyranitar_shadow,2002-01-04,14.5-0-15-15,14.5-5-8-13,,13.5-15-15-15,-,0.00%,0.00%,-,-,15.00%,D,14.5-5-8-13
921,1500,Tyrantrum,tyrantrum,2001-04-03,18-0-15-12,17.5-6-12-15,,16.5-15-15-15,-,0.00%,0.00%,-,-,3.00%,D,17.5-6-12-15
922,1500,Tyrogue,tyrogue,2000-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
923,1500,Tyrunt,tyrunt,2000-02-03,40-0-15-15,39.5-4-12-14,,34-15-15-15,-,0.00%,2.00%,-,-,1.00%,D,39.5-4-12-14
924,1500,Umbreon,umbreon,2001-02-03,27.5-0-15-15,27-4-15-8,24.5-5-14-12,24.5-15-15-15,-,-10.00%,-6.00%,-,-,-4.00%,M,24.5-15-15-15
925,1500,Unfezant,unfezant,2000-03-02,20.5-0-15-14,20-7-15-11,,19-15-15-15,-,-7.00%,9.00%,-,-,0.00%,M,19-15-15-15
926,1500,Unown,unown,12-1-0,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
927,1500,Ursaring,ursaring,2002-01-02,19-0-14-15,19-5-9-13,,17.5-15-15-15,-,-39.00%,-37.00%,-,-,39.00%,D,19-5-9-13
928,1500,Ursaring (Shadow),ursaring_shadow,2002-01-03,19-0-14-15,19-5-9-13,,17.5-15-15-15,-,-14.00%,-11.00%,-,-,14.00%,D,19-5-9-13
929,1500,Uxie,uxie,2000-01-03,22.5-2-15-15,22.5-5-9-12,,20.5-15-15-15,-,0.00%,3.00%,-,-,1.00%,D,22.5-5-9-12
930,1500,Vanillish,vanillish,2001-02-03,43-0-14-15,41-5-12-15,,36-15-15-15,-,-2.00%,7.00%,-,-,6.00%,D,41-5-12-15
931,1500,Vanillite,vanillite,2001-02-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
932,1500,Vanilluxe,vanilluxe,2001-01-03,20-0-15-13,19.5-5-14-14,,18.5-15-15-15,-,1.00%,1.00%,-,-,0.00%,B,20-0-15-13
933,1500,Vaporeon,vaporeon,2000-01-03,18-1-15-15,17.5-8-13-15,,16.5-15-15-15,-,2.00%,5.00%,-,-,3.00%,B,18-1-15-15
934,1500,Venipede,venipede,2000-03-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
935,1500,Venomoth,venomoth,2002-02-01,27.5-0-13-15,27.5-4-6-15,,25-15-15-15,-,-15.00%,-10.00%,-,-,-10.00%,M,25-15-15-15
936,1500,Venomoth (Shadow),venomoth_shadow,2002-03-01,27.5-0-13-15,27.5-4-6-15,,25-15-15-15,-,-22.00%,-18.00%,-,-,-17.00%,M,25-15-15-15
937,1500,Venonat,venonat,2001-01-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
938,1500,Venonat (Shadow),venonat_shadow,2001-02-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
939,1500,Venusaur,venusaur,2001-01-03,21-0-14-11,20-7-15-15,,19-15-15-15,-,-7.00%,-4.00%,-,-,-3.00%,M,19-15-15-15
940,1500,Venusaur (Mega),venusaur_mega,2001-01-03,15-1-15-15,15-5-13-10,,14-15-15-15,-,3.00%,4.00%,-,-,1.00%,B,15-1-15-15
941,1500,Venusaur (Shadow),venusaur_shadow,2001-01-04,21-0-14-11,20-7-15-15,,19-15-15-15,-,-18.00%,-15.00%,-,-,-14.00%,M,19-15-15-15
942,1500,Vespiquen,vespiquen,2002-05-03,29-0-14-13,28.5-4-11-13,,26-15-15-15,-,-60.00%,-59.00%,-,-,-58.00%,M,26-15-15-15
943,1500,Vibrava,vibrava,2000-04-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
944,1500,Vibrava (Shadow),vibrava_shadow,2000-04-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
945,1500,Victini,victini,2000-04-03,16.5-10-15-13,16.5-12-10-14,,16-15-15-15,-,-22.00%,-22.00%,-,-,22.00%,D,16.5-12-10-14
946,1500,Victreebel,victreebel,2001-02-01,23-1-15-15,23-5-13-11,,21.5-15-15-15,-,0.00%,3.00%,-,-,1.00%,D,23-5-13-11
947,1500,Victreebel (Shadow),victreebel_shadow,2001-03-01,23-1-15-15,23-5-13-11,,21.5-15-15-15,-,2.00%,3.00%,-,-,1.00%,B,23-1-15-15
948,1500,Vigoroth,vigoroth,2000-01-03,29-1-15-15,28.5-6-13-12,,26.5-15-15-15,-,-5.00%,-2.00%,-,-,-2.00%,M,26.5-15-15-15
949,1500,Vileplume,vileplume,2001-03-02,22-0-15-15,22-4-10-13,,20.5-15-15-15,-,0.00%,3.00%,-,-,2.00%,D,22-4-10-13
950,1500,Vileplume (Shadow),vileplume_shadow,2001-04-02,22-0-15-15,22-4-10-13,,20.5-15-15-15,-,17.00%,1.00%,-,-,0.00%,B,22-0-15-15
951,1500,Virizion,virizion,2000-02-01,18.5-3-14-14,18.5-5-14-9,,17-15-15-15,-,2.00%,4.00%,-,-,2.00%,B,18.5-3-14-14
952,1500,Vivillon,vivillon,2001-01-02,31.5-0-15-14,30.5-5-12-15,,28-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,28-15-15-15
953,1500,Volbeat,volbeat,2000-03-02,35.5-0-15-15,34-4-15-12,,29.5-15-15-15,-,-3.00%,-1.00%,-,-,-1.00%,M,29.5-15-15-15
954,1500,Volcarona,volcarona,2001-03-01,15.5-0-9-15,15-4-15-14,,14-15-15-15,-,1.00%,1.00%,-,-,0.00%,B,15.5-0-9-15
955,1500,Voltorb,voltorb,2000-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
956,1500,Vullaby,vullaby,2000-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
957,1500,Vulpix,vulpix,2000-05-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
958,1500,Vulpix (Alolan),vulpix_alolan,2000-04-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
959,1500,Vulpix (Shadow),vulpix_shadow,2000-05-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
960,1500,Wailmer,wailmer,2001-01-02,50-0-15-15,48.5-5-14-10,,41.5-15-15-15,-,-13.00%,-9.00%,-,-,-8.00%,M,41.5-15-15-15
961,1500,Wailord,wailord,2000-03-01,25-0-15-15,25-4-13-6,,23-15-15-15,-,-9.00%,-7.00%,-,-,-6.00%,M,23-15-15-15
962,1500,Walrein,walrein,2001-01-02,21-0-12-15,20.5-5-13-11,,19-15-15-15,-,-1.00%,3.00%,-,-,1.00%,D,20.5-5-13-11
963,1500,Walrein (Shadow),walrein_shadow,2001-01-02,21-0-12-15,20.5-5-13-11,,19-15-15-15,-,2.00%,2.00%,-,-,0.00%,B,21-0-12-15
964,1500,Wartortle,wartortle,2001-03-02,50-0-14-15,48-4-11-15,,40.5-15-15-15,-,1.00%,-16.00%,-,-,-16.00%,M,40.5-15-15-15
965,1500,Wartortle (Shadow),wartortle_shadow,2001-04-03,50-0-14-15,48-4-11-15,,40.5-15-15-15,-,-19.00%,-16.00%,-,-,-16.00%,M,40.5-15-15-15
966,1500,Watchog,watchog,2000-01-03,33-0-15-15,30.5-7-15-14,,28.5-15-15-15,-,2.00%,5.00%,-,-,2.00%,B,33-0-15-15
967,1500,Weavile,weavile,2002-01-03,18.5-0-15-15,18.5-6-9-13,,17-15-15-15,-,2.00%,2.00%,-,-,57.00%,B,18.5-0-15-15
968,1500,Weavile (Shadow),weavile_shadow,2002-01-03,18.5-0-15-15,18.5-6-9-13,,17-15-15-15,-,-46.00%,-44.00%,-,-,46.00%,D,18.5-6-9-13
969,1500,Weedle,weedle,2000-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
970,1500,Weedle (Shadow),weedle_shadow,2000-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
971,1500,Weepinbell,weepinbell,2001-01-03,40.5-1-15-15,38.5-6-15-14,,35-15-15-15,-,1.00%,2.00%,-,-,-33.00%,B,40.5-1-15-15
972,1500,Weepinbell (Shadow),weepinbell_shadow,2001-02-03,40.5-1-15-15,38.5-6-15-14,,35-15-15-15,-,-11.00%,14.00%,-,-,-29.00%,M,35-15-15-15
973,1500,Weezing,weezing,2001-04-03,25-0-14-14,24.5-5-13-11,,22.5-15-15-15,-,-25.00%,-22.00%,-,-,-21.00%,M,22.5-15-15-15
974,1500,Weezing (Galarian),weezing_galarian,2000-04-02,25-0-14-14,24.5-5-13-11,,22.5-15-15-15,-,2.00%,5.00%,-,-,3.00%,B,25-0-14-14
975,1500,Weezing (Shadow),weezing_shadow,2000-04-03,25-0-14-14,24.5-5-13-11,,22.5-15-15-15,-,-64.00%,-52.00%,-,-,-52.00%,M,22.5-15-15-15
976,1500,Whimsicott,whimsicott,2000-01-03,28.5-0-14-15,27.5-5-14-15,,26-15-15-15,-,0.00%,10.00%,-,-,0.00%,M,26-15-15-15
977,1500,Whirlipede,whirlipede,2000-03-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
978,1500,Whiscash,whiscash,2000-02-01,28-0-14-13,27-4-14-15,,25-15-15-15,-,-11.00%,-5.00%,-,-,-5.00%,M,25-15-15-15
979,1500,Whismur,whismur,2000-03-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
980,1500,Wigglytuff,wigglytuff,2000-03-04,30-0-15-12,29-5-15-12,,27-15-15-15,-,0.00%,10.00%,-,-,0.00%,M,27-15-15-15
981,1500,Wingull,wingull,2000-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
982,1500,Wobbuffet,wobbuffet,2001-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
983,1500,Wobbuffet (Shadow),wobbuffet_shadow,2001-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
984,1500,Woobat,woobat,2001-03-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
