#,LeagueCP,Name,SpeciesID,Moves Set,BEST,DEFAULT,DEFAULT_XL,MAX,b2x,b2d,b2m,x2d,x2m,d2m,RESULT,IV
867,2500,鑽角犀獸,rhydon,0-03-04,29.5-0-14-14,29-7-11-11,,27.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,27.5-15-15-15
868,2500,長尾怪手,aipom,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
869,2500,長尾火狐,braixen,0-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
870,2500,長毛狗,stoutland,1-03-01,36.5-0-14-15,34-7-15-15,,31.5-15-15-15,-,-31.00%,-29.00%,-,-,-28.00%,M,31.5-15-15-15
871,2500,長毛豬,piloswine,1-01-03,50-5-15-12,40-15-15-15,,45-15-15-15,-,56.00%,2.00%,-,-,0.00%,B,50-5-15-12
872,2500,長翅鷗,wingull,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
873,2500,長耳兔,lopunny,1-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
874,2500,長鼻葉,nuzleaf,1-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
875,2500,長鼻葉 暗影化,nuzleaf_shadow,1-04-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
876,2500,閃電鳥,zapdos,1-02-05,26.5-1-12-13,26.5-6-7-10,,24.5-15-15-15,-,-30.00%,-29.00%,-,-,30.00%,D,26.5-6-7-10
877,2500,閃電鳥 暗影化,zapdos_shadow,1-02-05,26.5-1-12-13,26.5-6-7-10,,24.5-15-15-15,-,-7.00%,-5.00%,-,-,7.00%,D,26.5-6-7-10
878,2500,阿利多斯,ariados,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
879,2500,阿勃梭魯,absol,1-01-02,44-0-15-14,39-15-15-15,,39-15-15-15,-,-55.00%,-55.00%,-,-,0.00%,M,39-15-15-15
880,2500,阿勃梭魯 暗影化,absol_shadow,1-01-03,44-0-15-14,39-15-15-15,,39-15-15-15,-,-38.00%,-38.00%,-,-,0.00%,M,39-15-15-15
881,2500,阿柏怪,arbok,2-02-05,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
882,2500,阿柏怪 暗影化,arbok_shadow,2-02-05,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
883,2500,阿柏蛇,ekans,1-02-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
884,2500,阿柏蛇 暗影化,ekans_shadow,1-03-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
885,2500,阿爾宙斯,arceus,1-03-01,23.5-0-11-15,23-6-12-11,,21.5-15-15-15,-,-17.00%,-15.00%,-,-,-14.00%,M,21.5-15-15-15
886,2500,阿爾宙斯 冰屬性,arceus_ice,1-03-01,23.5-0-11-15,23-6-12-11,,21.5-15-15-15,-,-41.00%,-40.00%,-,-,-40.00%,M,21.5-15-15-15
887,2500,阿爾宙斯 地面屬性,arceus_ground,1-03-01,23.5-0-11-15,23-6-12-11,,21.5-15-15-15,-,-41.00%,-40.00%,-,-,-40.00%,M,21.5-15-15-15
888,2500,阿爾宙斯 妖精屬性,arceus_fairy,1-03-01,23.5-0-11-15,23-6-12-11,,21.5-15-15-15,-,-21.00%,-19.00%,-,-,-19.00%,M,21.5-15-15-15
889,2500,阿爾宙斯 岩石屬性,arceus_rock,1-03-01,23.5-0-11-15,23-6-12-11,,21.5-15-15-15,-,-41.00%,-40.00%,-,-,-40.00%,M,21.5-15-15-15
890,2500,阿爾宙斯 幽靈屬性,arceus_ghost,1-03-01,23.5-0-11-15,23-6-12-11,,21.5-15-15-15,-,1.00%,1.00%,-,-,0.00%,B,23.5-0-11-15
891,2500,阿爾宙斯 惡屬性,arceus_dark,1-03-01,23.5-0-11-15,23-6-12-11,,21.5-15-15-15,-,2.00%,4.00%,-,-,1.00%,B,23.5-0-11-15
892,2500,阿爾宙斯 格鬥屬性,arceus_fighting,1-03-01,23.5-0-11-15,23-6-12-11,,21.5-15-15-15,-,-41.00%,-40.00%,-,-,-40.00%,M,21.5-15-15-15
893,2500,阿爾宙斯 毒屬性,arceus_poison,1-03-01,23.5-0-11-15,23-6-12-11,,21.5-15-15-15,-,-41.00%,-40.00%,-,-,-40.00%,M,21.5-15-15-15
894,2500,阿爾宙斯 水屬性,arceus_water,1-03-01,23.5-0-11-15,23-6-12-11,,21.5-15-15-15,-,-41.00%,-40.00%,-,-,-40.00%,M,21.5-15-15-15
895,2500,阿爾宙斯 火屬性,arceus_fire,1-03-01,23.5-0-11-15,23-6-12-11,,21.5-15-15-15,-,-41.00%,-40.00%,-,-,-40.00%,M,21.5-15-15-15
896,2500,阿爾宙斯 草屬性,arceus_grass,1-03-01,23.5-0-11-15,23-6-12-11,,21.5-15-15-15,-,-41.00%,-40.00%,-,-,-40.00%,M,21.5-15-15-15
897,2500,阿爾宙斯 蟲屬性,arceus_bug,1-03-01,23.5-0-11-15,23-6-12-11,,21.5-15-15-15,-,-41.00%,-40.00%,-,-,-40.00%,M,21.5-15-15-15
898,2500,阿爾宙斯 超能力屬性,arceus_psychic,1-01-03,23.5-0-11-15,23-6-12-11,,21.5-15-15-15,-,0.00%,4.00%,-,-,1.00%,D,23-6-12-11
899,2500,阿爾宙斯 鋼屬性,arceus_steel,1-03-01,23.5-0-11-15,23-6-12-11,,21.5-15-15-15,-,1.00%,3.00%,-,-,0.00%,B,23.5-0-11-15
900,2500,阿爾宙斯 電屬性,arceus_electric,1-03-01,23.5-0-11-15,23-6-12-11,,21.5-15-15-15,-,-41.00%,-40.00%,-,-,-40.00%,M,21.5-15-15-15
901,2500,阿爾宙斯 飛行屬性,arceus_flying,1-03-01,23.5-0-11-15,23-6-12-11,,21.5-15-15-15,-,42.00%,-40.00%,-,-,-40.00%,M,21.5-15-15-15
902,2500,阿爾宙斯 龍屬性,arceus_dragon,1-03-01,23.5-0-11-15,23-6-12-11,,21.5-15-15-15,-,-41.00%,-40.00%,-,-,-40.00%,M,21.5-15-15-15
903,2500,隆隆岩,golem,0-04-02,33.5-0-15-15,32.5-5-11-14,,29.5-15-15-15,-,-13.00%,-10.00%,-,-,-10.00%,M,29.5-15-15-15
904,2500,隆隆岩 阿羅拉型態,golem_alolan,1-03-02,33.5-0-15-15,32.5-5-11-14,,29.5-15-15-15,-,-57.00%,58.00%,-,-,51.00%,D,32.5-5-11-14
905,2500,隆隆石,graveler,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
906,2500,隆隆石 阿羅拉型態,graveler_alolan,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
907,2500,隨風球,drifblim,1-03-01,50-1-15-15,40-15-15-15,48-6-14-14,43.5-15-15-15,0.00%,3.00%,2.00%,26.00%,-13.00%,0.00%,M,43.5-15-15-15
909,2500,雙倍多多冰,vanilluxe,1-01-03,37-0-15-11,34.5-8-11-15,,32-15-15-15,-,-6.00%,-4.00%,-,-,-4.00%,M,32-15-15-15
910,2500,雙刃丸,dewott,0-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
911,2500,雙劍鞘,doublade,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
912,2500,雙卵細胞球,duosion,2012-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
913,2500,雙尾怪手,ambipom,1-01-03,48.5-0-15-14,40-15-15-15,,42.5-15-15-15,-,4.00%,1.00%,-,-,0.00%,B,48.5-0-15-14
914,2500,雙彈瓦斯,weezing,1-03-01,50-8-15-15,40-15-15-15,,47-15-15-15,-,28.00%,-23.00%,-,-,0.00%,M,47-15-15-15
915,2500,雙彈瓦斯 伽勒爾型態,weezing_galarian,0-04-03,50-8-15-15,40-15-15-15,,47-15-15-15,-,18.00%,-16.00%,-,-,0.00%,M,47-15-15-15
916,2500,雙彈瓦斯 暗影化,weezing_shadow,0-03-01,50-8-15-15,40-15-15-15,,47-15-15-15,-,72.00%,1.00%,-,-,0.00%,B,50-8-15-15
917,2500,雙斧戰龍,haxorus,0-01-03,25.5-1-15-15,25.5-8-11-10,,24-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,24-15-15-15
918,2500,雙首暴龍,zweilous,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
919,2500,雨翅蛾,masquerain,0-03-04,50-9-15-15,40-15-15-15,,47.5-15-15-15,-,13.00%,0.00%,-,-,0.00%,M,47.5-15-15-15
920,2500,雪妖女,froslass,1-01-03,50-15-15-15,40-15-15-15,50-15-15-15,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
921,2500,雪童子,snorunt,1-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
922,2500,雪笠怪,snover,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
923,2500,雪笠怪 暗影化,snover_shadow,1-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
924,2500,雷丘,raichu,3-05-04,50-15-15-15,40-15-15-15,50-15-15-15,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
925,2500,雷丘 阿羅拉型態,raichu_alolan,2-04-03,50-8-15-14,40-15-15-15,49.5-10-15-13,47-15-15-15,-41.00%,25.00%,-41.00%,47.00%,-41.00%,0.00%,M,47-15-15-15
927,2500,雷伊布,jolteon,1-01-02,34.5-0-15-15,34.5-5-7-14,,30.5-15-15-15,-,-10.00%,-7.00%,-,-,-6.00%,M,30.5-15-15-15
928,2500,雷公,raikou,1-05-02,27-1-15-12,26-10-13-14,,25-15-15-15,-,-41.00%,-36.00%,-,-,-36.00%,M,25-15-15-15
929,2500,雷公 暗影化,raikou_shadow,1-05-02,27-1-15-12,26-10-13-14,,25-15-15-15,-,-19.00%,-11.00%,-,-,-11.00%,M,25-15-15-15
930,2500,雷吉奇卡斯,regigigas,2013-03-02,21-2-15-15,21-8-11-10,,20-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,20-15-15-15
931,2500,雷吉斯奇魯,registeel,0-01-02,50-1-10-15,40-15-15-15,47.5-5-13-13,41.5-15-15-15,2.00%,6.00%,5.00%,4.00%,20.00%,0.00%,B,50-1-10-15
933,2500,雷吉洛克,regirock,0-02-01,30.5-1-14-15,30-5-15-8,,28-15-15-15,-,-8.00%,-6.00%,-,-,-6.00%,M,28-15-15-15
934,2500,雷吉艾斯,regice,1-01-02,30.5-1-14-15,30-5-15-8,,28-15-15-15,-,3.00%,3.00%,-,-,-31.00%,B,30.5-1-14-15
935,2500,雷電斑馬,zebstrika,1-03-02,48.5-0-13-15,40-15-15-15,,42-15-15-15,-,9.00%,6.00%,-,-,0.00%,B,48.5-0-13-15
936,2500,雷電獸,manectric,1-03-01,50-2-15-15,40-15-15-15,,45-15-15-15,-,56.00%,-50.00%,-,-,0.00%,M,45-15-15-15
937,2500,雷電雲 化身型態,thundurus_incarnate,1-02-03,27.5-1-15-15,27-7-15-12,,26-15-15-15,-,-49.00%,-49.00%,-,-,-49.00%,M,26-15-15-15
938,2500,雷電雲 靈獸型態,thundurus_therian,1-04-02,25-1-15-15,25-5-13-11,,23.5-15-15-15,-,-56.00%,-45.00%,-,-,-45.00%,M,23.5-15-15-15
939,2500,電擊怪,elekid,1-04-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
940,2500,電擊獸,electabuzz,1-04-01,49.5-5-15-15,40-15-15-15,,45.5-15-15-15,-,54.00%,2.00%,-,-,0.00%,B,49.5-5-15-15
941,2500,電擊獸 暗影化,electabuzz_shadow,1-04-03,49.5-5-15-15,40-15-15-15,,45.5-15-15-15,-,32.00%,-29.00%,-,-,0.00%,M,45.5-15-15-15
942,2500,電擊魔獸,electivire,1-06-02,30-1-15-15,29.5-8-14-11,,28-15-15-15,-,-23.00%,-22.00%,-,-,-21.00%,M,28-15-15-15
943,2500,電擊魔獸 暗影化,electivire_shadow,1-06-03,30-1-15-15,29.5-8-14-11,,28-15-15-15,-,-68.00%,-58.00%,-,-,-58.00%,M,28-15-15-15
944,2500,電燈怪,lanturn,2-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
945,2500,電蜘蛛,galvantula,1-03-05,50-15-15-15,40-15-15-15,50-15-15-15,50-15-15-15,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,M,50-15-15-15
947,2500,電螢蟲,volbeat,0-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
948,2500,電電蟲,joltik,1-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
949,2500,電飛鼠,emolga,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
950,2500,電龍,ampharos,1-06-02,36-0-13-15,34-7-12-15,,31-15-15-15,-,-38.00%,-36.00%,-,-,-29.00%,M,31-15-15-15
951,2500,電龍 暗影化,ampharos_shadow,1-06-01,36-0-13-15,34-7-12-15,,31-15-15-15,-,-17.00%,-9.00%,-,-,-9.00%,M,31-15-15-15
952,2500,霏歐納,phione,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
953,2500,霓虹魚,lumineon,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
954,2500,露力麗,azurill,0-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
955,2500,霸王花,vileplume,1-04-01,44-0-15-14,38.5-15-15-14,,38-15-15-15,-,3.00%,3.00%,-,-,20.00%,B,44-0-15-14
956,2500,霸王花 暗影化,vileplume_shadow,1-04-02,44-0-15-14,38.5-15-15-14,,38-15-15-15,-,4.00%,4.00%,-,-,1.00%,B,44-0-15-14
957,2500,霹靂電球,voltorb,0-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
958,2500,青綿鳥,swablu,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
959,2500,青藤蛇,servine,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
960,2500,青銅鐘,bronzong,0-05-01,50-13-15-14,40-15-15-15,,48.5-15-15-15,-,14.00%,1.00%,-,-,0.00%,B,50-13-15-14
961,2500,音波龍,noivern,0-03-01,38-0-15-14,37-5-10-15,,33-15-15-15,-,0.00%,2.00%,-,-,0.00%,M,33-15-15-15
962,2500,音箱蟀,kricketune,0-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
963,2500,頑皮雷彈,electrode,2-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
964,2500,頓甲,donphan,1-01-03,32-0-15-15,31.5-5-11-13,,29-15-15-15,-,-2.00%,-1.00%,-,-,0.00%,M,29-15-15-15
965,2500,頭巾混混,scrafty,0-02-03,50-9-15-15,40-15-15-15,49.5-12-10-15,47-15-15-15,0.00%,12.00%,0.00%,9.00%,0.00%,0.00%,M,47-15-15-15
967,2500,頭蓋龍,cranidos,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
968,2500,顽皮熊猫,pancham,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
969,2500,風妖精,whimsicott,0-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
970,2500,風速狗,arcanine,2-02-04,31.5-0-15-15,30.5-7-14-10,,28.5-15-15-15,-,-18.00%,-16.00%,-,-,-16.00%,M,28.5-15-15-15
971,2500,風速狗 暗影化,arcanine_shadow,2-06-02,31.5-0-15-15,30.5-7-14-10,,28.5-15-15-15,-,-57.00%,-50.00%,-,-,-50.00%,M,28.5-15-15-15
972,2500,風鈴鈴,chimecho,1-02-03,50-11-15-15,40-15-15-15,,48-15-15-15,-,42.00%,-40.00%,-,-,0.00%,M,48-15-15-15
973,2500,飄浮泡泡,castform,0-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
974,2500,飄浮泡泡 晴天型態,castform_sunny,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
975,2500,飄浮泡泡 雨天型態,castform_rainy,1-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
976,2500,飄浮泡泡 雪型態,castform_snowy,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
977,2500,飄飄球,drifloon,1-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
978,2500,飛天螳螂,scyther,1-03-05,39.5-0-13-15,37.5-5-15-13,,34.5-15-15-15,-,-22.00%,-21.00%,-,-,-20.00%,M,34.5-15-15-15
979,2500,飛天螳螂 暗影化,scyther_shadow,1-04-05,39.5-0-13-15,37.5-5-15-13,,34.5-15-15-15,-,-10.00%,-8.00%,-,-,-8.00%,M,34.5-15-15-15
980,2500,飛腿郎,hitmonlee,1-02-06,43-0-14-15,38.5-12-15-15,,37.5-15-15-15,-,3.00%,11.00%,-,-,8.00%,B,43-0-14-15
981,2500,飛腿郎 暗影化,hitmonlee_shadow,1-02-06,43-0-14-15,38.5-12-15-15,,37.5-15-15-15,-,11.00%,11.00%,-,-,11.00%,B,43-0-14-15
982,2500,食夢夢,munna,0-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
983,2500,飯匙蛇,seviper,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
984,2500,駒刀小兵,pawniard,0-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
985,2500,騎士蝸牛,escavalier,1-04-03,34.5-1-15-14,34-5-10-14,,30.5-15-15-15,-,-13.00%,-11.00%,-,-,0.00%,M,30.5-15-15-15
986,2500,騎拉帝納 別種型態,giratina_altered,1-02-03,28-1-12-15,27.5-7-10-9,,25.5-15-15-15,-,-13.00%,-10.00%,-,-,-10.00%,M,25.5-15-15-15
987,2500,騎拉帝納 起源型態,giratina_origin,1-03-01,25.5-1-12-13,24.5-7-14-15,,23.5-15-15-15,-,-3.00%,-1.00%,-,-,-1.00%,M,23.5-15-15-15
988,2500,驚角鹿,stantler,0-04-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
989,2500,驚角鹿 暗影化,stantler_shadow,0-04-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
990,2500,高傲雉雞,unfezant,0-03-02,38-2-15-13,37.5-5-15-9,,34-15-15-15,-,-1.00%,1.00%,-,-,0.00%,M,34-15-15-15
991,2500,鬼斯,gastly,2-04-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
992,2500,鬼斯通,haunter,2-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
993,2500,魅力喵,glameow,0-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
994,2500,魔尼尼,mime_jr,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
995,2500,魔牆人偶,mr_mime,0-03-02,50-13-15-15,40-15-15-15,,49-15-15-15,-,18.00%,0.00%,-,-,0.00%,M,49-15-15-15
996,2500,鯉魚王,magikarp,0-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
997,2500,鯉魚王 暗影化,magikarp_shadow,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
998,2500,鯰魚王,whiscash,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
999,2500,鳳王,ho_oh,2017-01-02,24-1-15-14,23.5-6-11-15,,22.5-15-15-15,-,-51.00%,-50.00%,-,-,-43.00%,M,22.5-15-15-15
1000,2500,鴨嘴寶寶,magby,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
1001,2500,鴨嘴火獸,magmar,0-02-04,49.5-0-14-15,40-15-15-15,,43-15-15-15,-,-2.00%,-4.00%,-,-,0.00%,M,43-15-15-15
1002,2500,鴨嘴火獸 暗影化,magmar_shadow,0-02-03,49.5-0-14-15,40-15-15-15,,43-15-15-15,-,-13.00%,-15.00%,-,-,0.00%,M,43-15-15-15
1003,2500,鴨嘴炎獸,magmortar,0-03-06,29.5-1-15-15,29.5-5-14-8,,27.5-15-15-15,-,-11.00%,13.00%,-,-,10.00%,D,29.5-5-14-8
1004,2500,鴨嘴炎獸 暗影化,magmortar_shadow,0-03-06,29.5-1-15-15,29.5-5-14-8,,27.5-15-15-15,-,-20.00%,-20.00%,-,-,-20.00%,M,27.5-15-15-15
1005,2500,鴨寶寶,ducklett,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
1006,2500,麒麟奇,girafarig,0-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
1007,2500,麻麻小魚,tynamo,0-1-0,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
1008,2500,麻麻鰻,eelektrik,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
1009,2500,麻麻鰻魚王,eelektross,1-03-04,38-2-15-14,36-8-15-14,,34-15-15-15,-,-25.00%,-24.00%,-,-,-23.00%,M,34-15-15-15
1010,2500,黏美兒,sliggoo,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
1011,2500,黏美龍,goodra,0-03-02,27-0-12-12,26.5-6-9-11,,24.5-15-15-15,-,0.00%,3.00%,-,-,1.00%,D,26.5-6-9-11
1012,2500,黏黏寶,goomy,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
1013,2500,黑夜魔靈,dusknoir,1-01-02,50-0-15-15,40-15-15-15,,43.5-15-15-15,-,-35.00%,-36.00%,-,-,0.00%,M,43.5-15-15-15
1014,2500,黑夜魔靈 暗影化,dusknoir_shadow,1-01-03,50-0-15-15,40-15-15-15,,43.5-15-15-15,-,-13.00%,-15.00%,-,-,0.00%,M,43.5-15-15-15
1015,2500,黑暗鴉,murkrow,0-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
1016,2500,黑眼鱷,sandile,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
1017,2500,黑魯加,houndoom,1-01-03,41-0-15-14,38-12-12-13,,36-15-15-15,-,-28.00%,-28.00%,-,-,27.00%,D,38-12-12-13
1018,2500,黑魯加 (Mega),houndoom_mega,1-01-03,24-0-14-15,23.5-9-15-9,,22.5-15-15-15,-,-14.00%,-14.00%,-,-,13.00%,D,23.5-9-15-9
1019,2500,黑魯加 暗影化,houndoom_shadow,1-01-03,41-0-15-14,38-12-12-13,,36-15-15-15,-,-3.00%,-3.00%,-,-,51.00%,D,38-12-12-13
1020,2500,齒輪兒,klink,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
1021,2500,齒輪怪,klinklang,1-03-04,42-0-12-15,37-14-14-14,,36-15-15-15,-,4.00%,4.00%,-,-,1.00%,B,42-0-12-15
1022,2500,齒輪組,klang,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
1023,2500,龍捲雲 化身型態,tornadus_incarnate,0-01-02,27.5-1-15-15,27-7-15-12,,26-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,26-15-15-15
1024,2500,龍捲雲 靈獸型態,tornadus_therian,0-02-01,29-1-12-15,28.5-7-13-10,,27-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,27-15-15-15
1025,2500,龍王蠍,drapion,1-02-01,48-0-15-15,40-15-15-15,,41.5-15-15-15,-,10.00%,3.00%,-,-,0.00%,B,48-0-15-15
1026,2500,龍蝦小兵,corphish,0-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
1027,2500,龍頭地鼠,excadrill,1-01-04,28.5-0-15-15,27.5-11-13-15,,26.5-15-15-15,-,17.00%,17.00%,-,-,0.00%,B,28.5-0-15-15
1028,2500,龐岩怪,gigalith,1-02-04,29-0-13-15,29-5-6-13,,27-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,27-15-15-15
1029,2500,龜腳腳,binacle,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
1030,2500,龜足巨鎧,barbaracle,0-01-04,40.5-0-15-15,36.5-12-12-15,,35-15-15-15,-,-18.00%,-17.00%,-,-,0.00%,M,35-15-15-15
1010,2500,魔牆人偶 伽勒爾型態,mr_mime_galarian,0-1-3,50-15-15-15,40-15-15-15,,50-15-15-15,-,0%,0%,-,-,0%,M,50-15-15-15
518,2500,沼王 暗影化,quagsire_shadow,0-2-5,50-15-15-15,40-15-15-15,,50-15-15-15,-,0%,0%,-,-,0%,M,50-15-15-15
