count,Name,SpeciesID,BEST,DEFAULT,MAX,B2D,D2M,B2M,RESULT
1148,寶寶丁,igglybuff,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1149,寶石海星,starmie,22-0-15-11,22-5-9-8,20-15-15-15,2%,0%,2%,22-0-15-11
1150,寶貝龍,bagon,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1151,寶貝龍 暗影化,bagon_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1152,小卡比獸,munchlax,32-0-14-13,30-6-11-12,27.5-15-15-15,2%,-20%,2%,32-0-14-13
1153,小嘴蝸,shelmet,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1154,小小象,phanpy,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1155,小山豬,swinub,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1156,小拉達,rattata,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1157,小拉達 暗影化,rattata_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1158,小拉達 阿羅拉型態,rattata_alolan,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1159,小拳石,geodude,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1160,小拳石 阿羅拉型態,geodude_alolan,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1161,小果然,wynaut,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1162,小海獅,seel,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1163,小火焰猴,chimchar,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1164,小火馬,ponyta,37.5-0-15-14,35.5-6-15-11,31.5-15-15-15,-27%,-27%,-27%,31.5-15-15-15
1165,小火龍,charmander,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1166,小火龍 暗影化,charmander_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1167,小灰怪,elgyem,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1168,小球飛魚,mantyke,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1169,小磁怪,magnemite,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1170,小磁怪 暗影化,magnemite_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1171,小福蛋,happiny,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1172,小約克,lillipup,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1173,小貓怪,shinx,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1174,小鋸鱷,totodile,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1175,尖牙籠,carnivine,26.5-0-14-13,25.5-9-15-8,24-15-15-15,2%,44%,2%,26.5-0-14-13
1176,尖牙陸鯊,gabite,31-0-15-14,31-6-6-14,28-15-15-15,12%,-52%,12%,31-0-15-14
1177,尼多力諾,nidorino,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1178,尼多力諾 暗影化,nidorino_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1179,尼多后,nidoqueen,23-0-15-12,23-5-6-10,21-15-15-15,-64%,-63%,-64%,21-15-15-15
1180,尼多后 暗影化,nidoqueen_shadow,23-0-15-12,23-5-6-10,21-15-15-15,-47%,-45%,-47%,21-15-15-15
1181,尼多娜,nidorina,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1182,尼多娜 暗影化,nidorina_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1183,尼多朗,nidoran_male,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1184,尼多朗 暗影化,nidoran_male_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1185,尼多王,nidoking,22-0-14-15,21.5-7-15-8,20-15-15-15,-40%,-40%,-40%,20-15-15-15
1186,尼多王 暗影化,nidoking_shadow,22-0-14-15,21.5-7-15-8,20-15-15-15,-20%,-20%,-20%,20-15-15-15
1187,尼多蘭,nidoran_female,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1188,尼多蘭 暗影化,nidoran_female_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1189,尾立,sentret,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1190,岩殿居蟹,crustle,22.5-0-13-13,22-5-12-11,20.5-15-15-15,-47%,-47%,-47%,20.5-15-15-15
1191,巨沼怪,swampert,19-0-14-14,19-5-7-10,17.5-15-15-15,-6%,-4%,-6%,17.5-15-15-15
1192,巨沼怪 暗影化,swampert_shadow,19-0-14-14,19-5-7-10,17.5-15-15-15,-57%,-57%,-57%,17.5-15-15-15
1193,巨牙鯊,sharpedo,25.5-0-15-15,24.5-11-14-15,24-15-15-15,0%,0%,0%,24-15-15-15
1194,巨牙鯊 暗影化,sharpedo_shadow,25.5-0-15-15,24.5-11-14-15,24-15-15-15,0%,0%,0%,24-15-15-15
1195,巨翅飛魚,mantine,27.5-0-15-14,27-6-9-10,24.5-15-15-15,-14%,-5%,-14%,24.5-15-15-15
1196,巨蔓藤,tangrowth,18.5-1-15-15,18-9-14-10,17-15-15-15,-5%,4%,-5%,18-9-14-10
1197,巨金怪,metagross,14.5-2-15-15,14-13-13-15,13.5-15-15-15,-12%,12%,-12%,14-13-13-15
1198,巨金怪 暗影化,metagross_shadow,14.5-2-15-15,14-13-13-15,13.5-15-15-15,2%,0%,2%,14.5-2-15-15
1199,巨鉗螳螂,scizor,18.5-1-15-15,18-7-14-15,17.5-15-15-15,-30%,-29%,-30%,17.5-15-15-15
1200,巨鉗螳螂 暗影化,scizor_shadow,18.5-1-15-15,18-7-14-15,17.5-15-15-15,-12%,-12%,-12%,17.5-15-15-15
1201,巨鉗蟹,kingler,20-0-9-15,19.5-7-8-15,18.5-15-15-15,-34%,-33%,-34%,18.5-15-15-15
1202,差不多娃娃,audino,40-1-15-15,37-7-14-12,32-15-15-15,-37%,-35%,-37%,32-15-15-15
1203,巴大蝶,butterfree,33-0-13-15,31-5-13-14,28.5-15-15-15,0%,0%,0%,28.5-15-15-15
1204,布魯,snubbull,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1205,布魯皇,granbull,22-0-15-15,22-7-8-12,20.5-15-15-15,4%,0%,4%,20.5-15-15-15
1206,帕奇利茲,pachirisu,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1207,帕路奇亞,palkia,14-1-10-14,13.5-11-15-10,13-15-15-15,9%,0%,9%,14-1-10-14
1208,帝牙海獅,walrein,21-0-12-15,20-9-13-13,19-15-15-15,3%,16%,3%,21-0-12-15
1209,帝牙盧卡,dialga,13.5-5-15-14,13.5-7-14-9,13-15-15-15,2%,0%,2%,13.5-5-15-14
1210,帝王拿波,empoleon,19.5-0-13-15,19-6-11-14,18-15-15-15,-12%,-11%,-12%,18-15-15-15
1211,師父鼬,mienshao,20.5-0-15-15,19.5-11-15-15,19-15-15-15,1%,0%,1%,20.5-0-15-15
1212,席多藍恩,heatran,15-1-13-10,14.5-10-10-12,13.5-15-15-15,6%,2%,6%,15-1-13-10
1213,幕下力士,makuhita,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1214,幸福蛋,blissey,21.5-0-15-3,20-9-15-8,19-15-15-15,2%,15%,2%,21.5-0-15-3
1215,幼基拉斯,larvitar,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1216,幼基拉斯 暗影化,larvitar_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1217,幾何雪花,cryogonal,20.5-0-14-11,19.5-8-14-13,18.5-15-15-15,0%,1%,0%,19.5-8-14-13
1218,引夢貘人,hypno,28-0-13-13,27-7-14-7,25-15-15-15,-48%,-48%,-48%,25-15-15-15
1219,引夢貘人 暗影化,hypno_shadow,28-0-13-13,27-7-14-7,25-15-15-15,0%,0%,0%,25-15-15-15
1220,彷徨夜靈,dusclops,39.5-8-15-15,37.5-13-13-13,36-15-15-15,-13%,-13%,-13%,36-15-15-15
1221,彷徨夜靈 暗影化,dusclops_shadow,39.5-8-15-15,37.5-13-13-13,36-15-15-15,0%,-46%,0%,36-15-15-15
1222,心蝙蝠,swoobat,38-0-15-9,35.5-7-13-10,31-15-15-15,-10%,1%,-10%,35.5-7-13-10
1223,快拳郎,hitmonchan,24.5-0-11-15,23.5-8-12-13,22.5-15-15-15,2%,0%,2%,24.5-0-11-15
1224,快拳郎 暗影化,hitmonchan_shadow,24.5-0-11-15,23.5-8-12-13,22.5-15-15-15,0%,0%,0%,22.5-15-15-15
1225,快龍,dragonite,14.5-3-15-14,14.5-7-9-12,13.5-15-15-15,6%,0%,6%,14.5-3-15-14
1226,快龍 暗影化,dragonite_shadow,14.5-3-15-14,14.5-7-9-12,13.5-15-15-15,0%,2%,0%,14.5-7-9-12
1227,念力土偶,claydol,29.5-0-14-15,28.5-8-9-12,26.5-15-15-15,2%,2%,2%,29.5-0-14-15
1228,急凍鳥,articuno,18.5-1-15-14,18.5-5-12-6,17-15-15-15,-31%,-31%,-31%,17-15-15-15
1229,急凍鳥 暗影化,articuno_shadow,18.5-1-15-14,18.5-5-12-6,17-15-15-15,-15%,-11%,-15%,17-15-15-15
1230,怨影娃娃,shuppet,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1231,怨影娃娃 暗影化,shuppet_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1232,怪力,machamp,18.5-0-14-11,18-6-10-15,17-15-15-15,0%,0%,0%,17-15-15-15
1233,怪力 暗影化,machamp_shadow,18.5-0-14-11,18-6-10-15,17-15-15-15,0%,0%,0%,17-15-15-15
1234,恰雷姆,medicham,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1235,愛心魚,luvdisc,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1236,懶人獺,slakoth,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1237,戰槌龍,rampardos,17-1-14-8,16.5-11-13-8,15.5-15-15-15,0%,0%,0%,15.5-15-15-15
1238,戰舞郎,hitmontop,26.5-0-14-15,26-8-10-10,24-15-15-15,8%,4%,8%,26.5-0-14-15
1239,戴魯比,houndour,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1240,戴魯比 暗影化,houndour_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1241,扒手貓,purrloin,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1242,打擊鬼,sawk,20-0-15-15,20-5-14-7,18.5-15-15-15,-18%,-18%,-18%,18.5-15-15-15
1243,投摔鬼,throh,22-2-15-15,22-7-7-13,20.5-15-15-15,-9%,-6%,-9%,20.5-15-15-15
1244,拉帝亞斯,latias,16-1-12-14,15.5-9-9-15,14.5-15-15-15,0%,1%,0%,15.5-9-9-15
1245,拉帝歐斯,latios,14.5-1-14-15,14-13-13-13,13.5-15-15-15,0%,0%,0%,13.5-15-15-15
1246,拉普拉斯,lapras,22-0-10-14,21.5-7-5-12,19.5-15-15-15,-25%,12%,-25%,21.5-7-5-12
1247,拉普拉斯 暗影化,lapras_shadow,22-0-10-14,21.5-7-5-12,19.5-15-15-15,-11%,63%,-11%,21.5-7-5-12
1248,拉達,raticate,36.5-0-14-15,34.5-6-12-14,30.5-15-15-15,-7%,-5%,-7%,30.5-15-15-15
1249,拉達 暗影化,raticate_shadow,36.5-0-14-15,34.5-6-12-14,30.5-15-15-15,2%,0%,2%,36.5-0-14-15
1250,拉達 阿羅拉型態,raticate_alolan,39-0-13-14,36-7-10-15,31.5-15-15-15,2%,3%,2%,39-0-13-14
1251,拉魯拉絲,ralts,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1252,拉魯拉絲 暗影化,ralts_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1253,捲捲耳,buneary,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1254,捷克羅姆,zekrom,13.5-5-15-14,13.5-7-14-9,13-15-15-15,2%,0%,2%,13.5-5-15-14
1255,探探鼠,patrat,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1256,搖籃百合,cradily,26-0-15-15,25.5-5-15-8,23.5-15-15-15,-27%,-13%,-27%,23.5-15-15-15
1257,搬運小匠,timburr,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1258,摩魯蛾,venomoth,27.5-0-13-15,27.5-5-6-13,25-15-15-15,-14%,-10%,-14%,25-15-15-15
1259,摩魯蛾 暗影化,venomoth_shadow,27.5-0-13-15,27.5-5-6-13,25-15-15-15,-47%,-45%,-47%,25-15-15-15
1260,敏捷蟲,accelgor,23-0-14-15,22-11-14-14,21.5-15-15-15,0%,0%,0%,21.5-15-15-15
1261,敗露球菇,amoonguss,27-0-14-15,26-6-13-13,24.5-15-15-15,2%,1%,2%,27-0-14-15
1262,斑斑馬,blitzle,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1263,斗笠菇,breloom,21-2-15-15,21-6-13-11,19.5-15-15-15,3%,10%,3%,21-2-15-15
1264,斧牙龍,fraxure,25-1-15-15,25-5-11-13,23.5-15-15-15,0%,0%,0%,23.5-15-15-15
1265,時拉比,celebi,16.5-10-15-13,16.5-12-12-10,16-15-15-15,-23%,23%,-23%,16.5-12-12-10
1266,晃晃斑,spinda,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1267,暖暖豬,tepig,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1268,暴雪王,abomasnow,24-0-15-15,23.5-5-14-11,22-15-15-15,3%,2%,3%,24-0-15-15
1269,暴雪王 暗影化,abomasnow_shadow,24-0-15-15,23.5-5-14-11,22-15-15-15,-39%,-28%,-39%,22-15-15-15
1270,暴飛龍,salamence,15-0-10-14,14.5-9-9-15,14-15-15-15,0%,0%,0%,14-15-15-15
1271,暴飛龍 暗影化,salamence_shadow,15-0-10-14,14.5-9-9-15,14-15-15-15,0%,0%,0%,14-15-15-15
1272,暴鯉龍,gyarados,16.5-0-14-15,16-10-11-13,15-15-15-15,-7%,7%,-7%,16-10-11-13
1273,暴鯉龍 暗影化,gyarados_shadow,16.5-0-14-15,16-10-11-13,15-15-15-15,2%,0%,2%,16.5-0-14-15
1274,月亮伊布,umbreon,27.5-0-15-15,26-7-13-15,24.5-15-15-15,-11%,-4%,-11%,24.5-15-15-15
1275,月桂葉,bayleef,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1276,月石,lunatone,24.5-0-15-14,24-5-13-10,22.5-15-15-15,-23%,-21%,-23%,22.5-15-15-15
1277,朝北鼻,nosepass,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1278,木守宮,treecko,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1279,木棉球,cottonee,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1280,未知圖騰,unown,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1281,東施喵,purugly,29.5-0-12-15,29.5-5-10-7,26.5-15-15-15,4%,3%,4%,29.5-0-12-15
1282,果然翁,wobbuffet,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1283,果然翁 暗影化,wobbuffet_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1284,森林蜥蜴,grovyle,38.5-0-15-14,38.5-5-8-13,32.5-15-15-15,1%,-66%,1%,38.5-0-15-14
1285,椰蛋樹,exeggutor,18.5-1-15-14,18-8-15-10,17-15-15-15,-5%,-2%,-5%,17-15-15-15
1286,椰蛋樹 暗影化,exeggutor_shadow,18.5-1-15-14,18-8-15-10,17-15-15-15,-47%,-46%,-47%,17-15-15-15
1287,椰蛋樹 阿羅拉型態,exeggutor_alolan,18.5-1-15-14,18.5-5-14-6,17-15-15-15,-72%,72%,-72%,18.5-5-14-6
1288,榛果球,pineco,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1289,樂天河童,ludicolo,24.5-0-15-15,23.5-8-13-15,22.5-15-15-15,-3%,1%,-3%,23.5-8-13-15
1290,樹才怪,sudowoodo,27-0-14-11,25.5-6-14-15,24-15-15-15,0%,3%,0%,25.5-6-14-15
1291,樹林龜,grotle,31.5-0-15-11,29.5-6-12-14,27.5-15-15-15,0%,1%,0%,29.5-6-12-14
1292,樹林龜 暗影化,grotle_shadow,31.5-0-15-11,29.5-6-12-14,27.5-15-15-15,0%,0%,0%,27.5-15-15-15
1293,橡實果,seedot,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1294,橡實果 暗影化,seedot_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1295,櫻花兒 盛開型態,cherrim_sunny,28-0-13-15,27-7-14-11,25.5-15-15-15,-21%,-18%,-21%,25.5-15-15-15
1296,櫻花兒 花苞型態,cherrim_overcast,28-0-13-15,27-7-14-11,25.5-15-15-15,3%,-58%,3%,28-0-13-15
1297,櫻花寶,cherubi,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1298,櫻花魚,gorebyss,22.5-0-15-15,22.5-6-15-6,21-15-15-15,6%,-2%,6%,22.5-0-15-15
1299,正電拍拍,plusle,34.5-0-15-14,34-6-9-12,29.5-15-15-15,-53%,-52%,-53%,29.5-15-15-15
1300,步哨鼠,watchog,33-0-15-15,31-8-14-11,28.5-15-15-15,2%,25%,2%,33-0-15-15
1301,死神棺,cofagrigus,25.5-0-11-14,24-7-15-15,23-15-15-15,-19%,-18%,-19%,23-15-15-15
1302,毒刺水母,tentacruel,23.5-1-15-15,23.5-5-12-7,21.5-15-15-15,-1%,1%,-1%,23.5-5-12-7
1303,毒粉蛾,dustox,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1304,毒薔薇,roselia,31-0-13-15,29.5-7-15-11,28-15-15-15,4%,-1%,4%,31-0-13-15
1305,毒骷蛙,toxicroak,22.5-1-15-15,22-7-14-12,21-15-15-15,-15%,-14%,-15%,21-15-15-15
1306,比克提尼,victini,16.5-10-15-13,16.5-12-12-10,16-15-15-15,-21%,21%,-21%,16.5-12-12-10
1307,比比鳥,pidgeotto,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1308,毛球,venonat,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1309,毛球 暗影化,venonat_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1310,毛頭小鷹,rufflet,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1311,毽子棉,jumpluff,40-4-15-14,38.5-7-12-15,34-15-15-15,3%,-26%,3%,34-15-15-15
1312,毽子花,skiploom,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1313,毽子草,hoppip,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1314,水伊布,vaporeon,18-1-15-15,17.5-6-14-13,16.5-15-15-15,2%,2%,2%,18-1-15-15
1315,水君,suicune,19-1-15-14,18.5-6-11-15,17.5-15-15-15,-12%,-9%,-12%,17.5-15-15-15
1316,水君 暗影化,suicune_shadow,19-1-15-14,18.5-6-11-15,17.5-15-15-15,-21%,-19%,-21%,17.5-15-15-15
1317,水晶燈火靈,chandelure,17-0-15-14,17-8-12-7,16-15-15-15,4%,-1%,4%,16-15-15-15
1318,水水獺,oshawott,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1319,水箭龜,blastoise,23-1-15-15,22-9-13-15,21-15-15-15,2%,2%,2%,23-1-15-15
1320,水箭龜 (Mega),blastoise_mega,14-1-15-15,14-8-5-13,13-15-15-15,-18%,18%,-18%,14-8-5-13
1321,水箭龜 暗影化,blastoise_shadow,23-1-15-15,22-9-13-15,21-15-15-15,2%,-34%,2%,23-1-15-15
1322,水躍魚,mudkip,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1323,水躍魚 暗影化,mudkip_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1324,沙基拉斯,pupitar,35.5-0-14-14,33.5-5-13-13,29.5-15-15-15,1%,2%,1%,35.5-0-14-14
1325,沙基拉斯 暗影化,pupitar_shadow,35.5-0-14-14,33.5-5-13-13,29.5-15-15-15,1%,2%,1%,35.5-0-14-14
1326,沙奈朵,gardevoir,18-0-15-15,18-5-9-12,16.5-15-15-15,0%,0%,0%,16.5-15-15-15
1327,沙奈朵 暗影化,gardevoir_shadow,18-0-15-15,18-5-9-12,16.5-15-15-15,0%,0%,0%,16.5-15-15-15
1328,沙河馬,hippopotas,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1329,沙漠蜻蜓,flygon,21.5-0-15-9,20.5-8-12-15,19.5-15-15-15,2%,6%,2%,21.5-0-15-9
1330,沙漠蜻蜓 暗影化,flygon_shadow,21.5-0-15-9,20.5-8-12-15,19.5-15-15-15,-59%,-48%,-59%,19.5-15-15-15
1331,沙鈴仙人掌,maractus,25-0-13-14,25-5-8-11,23-15-15-15,1%,-63%,1%,25-0-13-14
1332,河馬獸,hippowdon,18.5-0-14-10,18-7-13-7,17-15-15-15,-45%,-45%,-45%,17-15-15-15
1333,沼王,quagsire,29-0-15-14,28-6-15-10,26-15-15-15,3%,1%,3%,29-0-15-14
1334,沼躍魚,marshtomp,35-0-14-15,33-7-11-14,29.5-15-15-15,-19%,-16%,-19%,29.5-15-15-15
1335,沼躍魚 暗影化,marshtomp_shadow,35-0-14-15,33-7-11-14,29.5-15-15-15,3%,-57%,3%,35-0-14-15
1336,泡沫栗鼠,minccino,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1337,波克基古,togetic,38.5-0-14-14,37.5-5-10-10,31-15-15-15,-14%,-12%,-14%,31-15-15-15
1338,波克基斯,togekiss,17-0-14-11,16.5-8-15-7,15.5-15-15-15,0%,0%,0%,15.5-15-15-15
1339,波克比,togepi,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1340,波加曼,piplup,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1341,波士可多拉,aggron,19-0-14-12,18-9-14-15,17.5-15-15-15,-8%,-7%,-8%,17.5-15-15-15
1342,波波,pidgey,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1343,波皇子,prinplup,38-0-15-14,37-5-12-11,31.5-15-15-15,1%,-5%,1%,38-0-15-14
1344,泥偶小人,golett,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1345,泥偶巨人,golurk,19.5-2-15-14,20-5-7-8,18-15-15-15,0%,4%,0%,20-5-7-8
1346,泥巴魚,stunfisk,27-0-12-15,26-7-15-6,24-15-15-15,-19%,-15%,-19%,24-15-15-15
1347,泥巴魚 伽勒爾型態,stunfisk_galarian,27-0-12-15,26-7-15-6,24-15-15-15,-66%,-55%,-66%,24-15-15-15
1348,泥泥鰍,barboach,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1349,泳圈鼬,buizel,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1350,洛奇亞,lugia,15-4-14-15,15-5-6-15,14-15-15-15,-26%,-23%,-26%,14-15-15-15
1351,洛托姆 切割洛托姆,rotom_mow,22-0-12-15,22-5-7-11,20-15-15-15,-12%,10%,-12%,22-5-7-11
1352,洛托姆 加熱洛托姆,rotom_heat,22-0-12-15,22-5-7-11,20-15-15-15,-57%,57%,-57%,22-5-7-11
1353,洛托姆 旋轉洛托姆,rotom_fan,22-0-12-15,22-5-7-11,20-15-15-15,31%,16%,31%,22-0-12-15
1354,洛托姆 洛托姆的樣子,rotom,28-0-14-15,28-5-6-14,25.5-15-15-15,-1%,3%,-1%,28-5-6-14
1355,洛托姆 清洗洛托姆,rotom_wash,22-0-12-15,22-5-7-11,20-15-15-15,-36%,36%,-36%,22-5-7-11
1356,洛托姆 結冰洛托姆,rotom_frost,22-0-12-15,22-5-7-11,20-15-15-15,-52%,52%,-52%,22-5-7-11
1357,派拉斯,paras,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1358,派拉斯特,parasect,32-0-13-15,31-5-10-12,28-15-15-15,-33%,-31%,-33%,28-15-15-15
1359,流氓鱷,krookodile,18.5-0-13-14,18-5-12-14,17-15-15-15,-62%,-61%,-62%,17-15-15-15
1360,浮潛鼬,floatzel,23-0-15-14,23-6-12-7,21.5-15-15-15,1%,0%,1%,23-0-15-14
1361,海兔獸 東海型態,gastrodon_east_sea,24.5-1-15-14,24-7-12-10,22.5-15-15-15,-14%,-13%,-14%,22.5-15-15-15
1362,海兔獸 西海型態,gastrodon_west_sea,24.5-1-15-14,24-7-12-10,22.5-15-15-15,-14%,-13%,-14%,22.5-15-15-15
1363,海刺龍,seadra,27-1-15-14,27-6-10-10,25-15-15-15,2%,0%,2%,27-1-15-14
1364,海星星,staryu,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1365,海豹球,spheal,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1366,海魔獅,sealeo,38-0-15-14,35.5-7-12-13,31-15-15-15,2%,1%,2%,38-0-15-14
1367,混混鱷,krokorok,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1368,溜溜糖球,surskit,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1369,溶食獸,gulpin,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1370,滑滑小子,scraggy,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1371,滾滾蝙蝠,woobat,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1372,火伊布,flareon,18.5-0-15-13,18-7-11-15,17-15-15-15,0%,2%,0%,18-7-11-15
1373,火岩鼠,quilava,40-0-13-15,40-5-9-10,33.5-15-15-15,-2%,3%,-2%,40-5-9-10
1374,火恐龍,charmeleon,40-0-13-15,40-5-9-10,33.5-15-15-15,-4%,-2%,-4%,33.5-15-15-15
1375,火恐龍 暗影化,charmeleon_shadow,40-0-13-15,40-5-9-10,33.5-15-15-15,2%,0%,2%,40-0-13-15
1376,火焰雞,blaziken,19.5-1-15-15,19-9-13-14,18-15-15-15,0%,0%,0%,18-15-15-15
